"time","delta1","delta2","delta3","intPrecip","lowDepthQF","exDeltaQF","missingWireInfoQF","gapQF","priorDepthQF","overflowQF","inletHeaters1QM","inletHeaters2QM","inletHeaters3QM","adjPrecip","gaugeNoiseQF","radjPrecip","wireNoiseQF","roundedPrecip","detectablePrecip","finalPrecip"
2012-01-15 12:05:00,-0.0114490971129726,0.0878457682647422,-0.012442143564158,0.00794926836202564,0,0,0,0,0,0,0,0,0,0.00794926836202564,0,0,1,0,0,0
2012-01-15 12:10:00,0.126358464015652,-0.00148930264083447,-0.00575851012536077,0.0182249213370802,0,0,0,0,0,0,0,0,0,0.0182249213370802,0,0,1,0,0,0
2012-01-15 12:15:00,-0.138696304384439,0.0929395410927327,0.0180223106838184,0.00569680756232209,0,0,0,0,0,0,0,0,0,0.00569680756232209,0,0,1,0,0,0
2012-01-15 12:20:00,0.0230379219619863,-0.302017867946688,-0.0204072378189721,-0.0695750673628342,0,0,0,0,0,0,0,0,0,-0.0695750673628342,0,0,1,0,0,0
2012-01-15 12:25:00,-0.015872064818609,0.265398855348394,0.0153304844623108,0.0602822009064267,0,0,0,0,0,0,0,0,0,0.0602822009064267,0,0,1,0,0,0
2012-01-15 12:30:00,-0.0724789622520348,0.0819819578201759,-0.00621653767882435,-3.31819576031944e-05,0,0,0,0,0,0,0,0,0,-3.31819576031944e-05,0,0,1,0,0,0
2012-01-15 12:35:00,0.0474857110610856,-0.192680607481861,0.00286705163705392,-0.0287454703759916,0,0,0,0,0,0,0,0,0,-0.0287454703759916,0,0,1,0,0,0
2012-01-15 12:40:00,0.154112518201146,-0.0057275249120039,-0.0119745372091984,0.0183529686268129,0,0,0,0,0,0,0,0,0,0.0183529686268129,0,0,1,0,0,0
2012-01-15 12:45:00,-0.251433711931213,0.169641797450595,0.0348473352096335,0.0119171362220275,0,0,0,0,0,0,0,0,0,0.0119171362220275,0,0,1,0,0,0
2012-01-15 12:50:00,0.0997352472827515,-0.173763922114745,-0.0238545808509798,-0.0324452807988564,0,0,0,0,0,0,0,0,0,-0.0324452807988564,0,0,1,0,0,0
2012-01-15 12:55:00,0.124037066220581,0.118744635329904,0.0181780043761819,0.0569789888252044,0,0,0,0,0,0,0,0,0,0.0569789888252044,0,0.0569789888252044,0,0.06,0,0
2012-01-15 13:00:00,-0.159675174776567,-0.19824020931901,-0.00812732497774959,-0.0682838371255989,0,0,0,0,0,0,0,0,0,-0.0682838371255989,0,0,1,0,0,0
2012-01-15 13:05:00,0.207447266309714,0.532717797931241,0.298162047620053,0.322804852429464,0,0,0,0,0,0,0,0,0,0.322804852429464,0,0.322804852429464,0,0.32,0.32,0.32
2012-01-15 13:10:00,0.0183599202304094,-0.211252960366664,-0.0267695370941965,-0.0508327300875825,0,0,0,0,0,0,0,0,0,-0.0508327300875825,0,0,1,0,0,0
2012-01-15 13:15:00,0.0479656575988656,0.178666968173275,0.0140664240740307,0.0487769714757484,0,0,0,0,0,0,0,0,0,0.0487769714757484,0,0.0487769714757484,0,0.05,0,0
2012-01-15 13:20:00,-0.0457223043484873,-0.0981460422040072,-0.0146829881049371,-0.0347561739462456,0,0,0,0,0,0,0,0,0,-0.0347561739462456,0,0,1,0,0,0
2012-01-15 13:25:00,0.0586710681027398,0.080502381586939,0.00243288130855035,0.0260658033068866,0,0,0,0,0,0,0,0,0,0.0260658033068866,0,0.0260658033068866,0,0.03,0,0
2012-01-15 13:30:00,-0.0153780314237792,-0.12101367639616,0.00933348380613097,-0.0177729368405455,0,0,0,0,0,0,0,0,0,-0.0177729368405455,0,0,1,0,0,0
2012-01-15 13:35:00,0.0231368908621334,0.081259248757533,0.0134234268577984,0.0269684239214589,0,0,0,0,0,0,0,0,0,0.0269684239214589,0,0.0269684239214589,0,0.03,0,0
2012-01-15 13:40:00,0.0590106895600684,-0.0767675752773584,-0.00783161774256769,-0.00790050899782285,0,0,0,0,0,0,0,0,0,-0.00790050899782285,0,0,1,0,0,0
2012-01-15 13:45:00,0.0217577030322218,0.0452260668488407,-0.00536953545486085,0.00828269729163344,0,0,0,0,0,0,0,0,0,0.00828269729163344,0,0,1,0,0,0
2012-01-15 13:50:00,0.105357261550353,-0.0561716210074792,0.00813350919395361,0.0142949450504367,0,0,0,0,0,0,0,0,0,0.0142949450504367,0,0,1,0,0,0
2012-01-15 13:55:00,-0.174689939727159,0.0736594687169827,-0.0167059018460805,-0.0291776637214013,0,0,0,0,0,0,0,0,0,-0.0291776637214013,0,0,1,0,0,0
2012-01-15 14:00:00,-0.0252146259092569,-0.194288276378302,0.00721119178990648,-0.0460020348720341,0,0,0,0,0,0,0,0,0,-0.0460020348720341,0,0,1,0,0,0
2012-01-15 14:05:00,0.179184562970704,0.159557553546279,-0.00372750089570673,0.0764208405490652,0,0,0,0,0,0,0,0,0,0.0764208405490652,0,0,1,0,0,0
2012-01-15 14:10:00,0.0233323680779449,0.0962647617794801,0.0176647798139129,0.0367717342470384,0,0,0,0,0,0,0,0,0,0.0367717342470384,0,0.0367717342470384,0,0.04,0,0
