"time","Freq1","Freq2","Freq3","orificeHeater","gapQF","stab1","stab2","stab3"
"15-Jan-12 10.54.20.000 PM",7298.69647465447,7215.30761325148,7578.05986179996,"000",0,1,1,1
"15-Jan-12 10.54.30.000 PM",7298.69647465447,7215.30761325148,7578.05986179996,"000",0,1,1,1
"15-Jan-12 10.54.40.000 PM",7298.69647465447,7215.30761325148,7578.05986179996,"000",0,1,1,1
"15-Jan-12 10.54.50.000 PM",7298.69647465447,7215.30761325148,7578.05986179996,"000",0,1,1,1
"15-Jan-12 10.55.00.000 PM",7297.74585938895,7215.39944390038,7578.09671817339,"000",0,1,1,1
"15-Jan-12 10.55.10.000 PM",7297.74585938895,7215.39944390038,7578.09671817339,"000",0,1,1,1
"15-Jan-12 10.55.20.000 PM",7297.74585938895,7215.39944390038,7578.09671817339,"000",0,1,1,1
"15-Jan-12 10.55.30.000 PM",7297.74585938895,7215.39944390038,7578.09671817339,"000",0,1,1,1
"15-Jan-12 10.55.40.000 PM",7297.74585938895,7215.39944390038,7578.09671817339,"000",0,1,1,1
"15-Jan-12 10.55.50.000 PM",7297.74585938895,7215.39944390038,7578.09671817339,"000",0,1,1,1
"15-Jan-12 10.56.00.000 PM",7297.74585938895,7215.39944390038,7578.09671817339,"000",0,1,1,1
"15-Jan-12 10.56.10.000 PM",7297.74585938895,7215.39944390038,7578.09671817339,"000",0,1,1,1
"15-Jan-12 10.56.20.000 PM",7297.74585938895,7215.39944390038,7578.09671817339,"000",0,1,1,1
"15-Jan-12 10.56.30.000 PM",7297.74585938895,7215.39944390038,7578.09671817339,"000",0,1,1,1
"15-Jan-12 10.56.40.000 PM",7297.74585938895,7215.39944390038,7578.09671817339,"000",0,1,1,1
"15-Jan-12 10.56.50.000 PM",7297.74585938895,7215.39944390038,7578.09671817339,"000",0,1,1,1
"15-Jan-12 10.57.00.000 PM",7297.74585938895,7215.39944390038,7578.09671817339,"000",0,1,1,1
"15-Jan-12 10.57.10.000 PM",7297.74585938895,7215.39944390038,7578.09671817339,"000",0,1,1,1
"15-Jan-12 10.57.20.000 PM",7297.74585938895,7215.39944390038,7578.09671817339,"000",0,1,1,1
"15-Jan-12 10.57.30.000 PM",7297.74585938895,7215.39944390038,7578.09671817339,"000",0,1,1,1
"15-Jan-12 10.57.40.000 PM",7297.74585938895,7215.39944390038,7578.09671817339,"000",0,1,1,1
"15-Jan-12 10.57.50.000 PM",7297.74585938895,7215.39944390038,7578.09671817339,"000",0,1,1,1
"15-Jan-12 10.58.00.000 PM",7297.74585938895,7215.39944390038,7578.09671817339,"000",0,1,1,1
"15-Jan-12 10.58.10.000 PM",7297.74585938895,7215.39944390038,7578.09671817339,"000",0,1,1,1
"15-Jan-12 10.58.20.000 PM",7297.74585938895,7215.39944390038,7578.09671817339,"000",0,1,1,1
"15-Jan-12 10.58.30.000 PM",7297.74585938895,7215.39944390038,7578.09671817339,"000",0,1,1,1
"15-Jan-12 10.58.40.000 PM",7297.74585938895,7215.39944390038,7578.09671817339,"000",0,1,1,1
"15-Jan-12 10.58.50.000 PM",7297.74585938895,7215.39944390038,7578.09671817339,"000",0,1,1,1
"15-Jan-12 10.59.00.000 PM",7297.74585938895,7215.39944390038,7578.09671817339,"000",0,1,1,1
"15-Jan-12 10.59.10.000 PM",7297.74585938895,7215.39944390038,7578.09671817339,"000",0,1,1,1
"15-Jan-12 10.59.20.000 PM",7297.74585938895,7215.39944390038,7578.09671817339,"000",0,1,1,1
"15-Jan-12 10.59.30.000 PM",7297.74585938895,7215.39944390038,7578.09671817339,"000",0,1,1,1
"15-Jan-12 10.59.40.000 PM",7297.74585938895,7215.39944390038,7578.09671817339,"000",0,1,1,1
"15-Jan-12 10.59.50.000 PM",7297.74585938895,7215.39944390038,7578.09671817339,"000",0,1,1,1
"15-Jan-12 11.00.00.000 PM",7298.25971910792,7215.76441378948,7578.09793771767,"000",0,1,1,1
"15-Jan-12 11.00.10.000 PM",7298.25971910792,7215.76441378948,7578.09793771767,"000",0,1,1,1
"15-Jan-12 11.00.20.000 PM",7298.25971910792,7215.76441378948,7578.09793771767,"000",0,1,1,1
"15-Jan-12 11.00.30.000 PM",7298.25971910792,7215.76441378948,7578.09793771767,"000",0,1,1,1
"15-Jan-12 11.00.40.000 PM",7298.25971910792,7215.76441378948,7578.09793771767,"000",0,1,1,1
"15-Jan-12 11.00.50.000 PM",7298.25971910792,7215.76441378948,7578.09793771767,"000",0,1,1,1
"15-Jan-12 11.01.00.000 PM",7298.25971910792,7215.76441378948,7578.09793771767,"000",0,1,1,1
"15-Jan-12 11.01.10.000 PM",7298.25971910792,7215.76441378948,7578.09793771767,"000",0,1,1,1
"15-Jan-12 11.01.20.000 PM",7298.25971910792,7215.76441378948,7578.09793771767,"000",0,1,1,1
"15-Jan-12 11.01.30.000 PM",7298.25971910792,7215.76441378948,7578.09793771767,"000",0,1,1,1
"15-Jan-12 11.01.40.000 PM",7298.25971910792,7215.76441378948,7578.09793771767,"000",0,1,1,1
"15-Jan-12 11.01.50.000 PM",7298.25971910792,7215.76441378948,7578.09793771767,"000",0,1,1,1
"15-Jan-12 11.02.00.000 PM",7298.25971910792,7215.76441378948,7578.09793771767,"000",0,1,1,1
"15-Jan-12 11.02.10.000 PM",7298.25971910792,7215.76441378948,7578.09793771767,"000",0,1,1,1
"15-Jan-12 11.02.20.000 PM",7298.25971910792,7215.76441378948,7578.09793771767,"000",0,1,1,1
"15-Jan-12 11.02.30.000 PM",7298.25971910792,7215.76441378948,7578.09793771767,"000",0,1,1,1
"15-Jan-12 11.02.40.000 PM",7298.25971910792,7215.76441378948,7578.09793771767,"000",0,1,1,1
"15-Jan-12 11.02.50.000 PM",7298.25971910792,7215.76441378948,7578.09793771767,"000",0,1,1,1
"15-Jan-12 11.03.00.000 PM",7298.25971910792,7215.76441378948,7578.09793771767,"000",0,1,1,1
"15-Jan-12 11.03.10.000 PM",7298.25971910792,7215.76441378948,7578.09793771767,"000",0,1,1,1
"15-Jan-12 11.03.20.000 PM",7298.25971910792,7215.76441378948,7578.09793771767,"000",0,1,1,1
"15-Jan-12 11.03.30.000 PM",7298.25971910792,7215.76441378948,7578.09793771767,"000",0,1,1,1
"15-Jan-12 11.03.40.000 PM",7298.25971910792,7215.76441378948,7578.09793771767,"000",0,1,1,1
"15-Jan-12 11.03.50.000 PM",7298.25971910792,7215.76441378948,7578.09793771767,"000",0,1,1,1
"15-Jan-12 11.04.00.000 PM",7298.25971910792,7215.76441378948,7578.09793771767,"000",0,1,1,1
"15-Jan-12 11.04.10.000 PM",7298.25971910792,7215.76441378948,7578.09793771767,"000",0,1,1,1
"15-Jan-12 11.04.20.000 PM",7298.25971910792,7215.76441378948,7578.09793771767,"000",0,1,1,1
"15-Jan-12 11.04.30.000 PM",7298.25971910792,7215.76441378948,7578.09793771767,"000",0,1,1,1
"15-Jan-12 11.04.40.000 PM",7298.25971910792,7215.76441378948,7578.09793771767,"000",0,1,1,1
"15-Jan-12 11.04.50.000 PM",7298.25971910792,7215.76441378948,7578.09793771767,"000",0,1,1,1
"15-Jan-12 11.05.00.000 PM",7298.32236309058,7215.66404417342,7578.14444224514,"000",0,1,1,1
"15-Jan-12 11.05.10.000 PM",7298.32236309058,7215.66404417342,7578.14444224514,"000",0,1,1,1
"15-Jan-12 11.05.20.000 PM",7298.32236309058,7215.66404417342,7578.14444224514,"000",0,1,1,1
"15-Jan-12 11.05.30.000 PM",7298.32236309058,7215.66404417342,7578.14444224514,"000",0,1,1,1
"15-Jan-12 11.05.40.000 PM",7298.32236309058,7215.66404417342,7578.14444224514,"000",0,1,1,1
"15-Jan-12 11.05.50.000 PM",7298.32236309058,7215.66404417342,7578.14444224514,"000",0,1,1,1
"15-Jan-12 11.06.00.000 PM",7298.32236309058,7215.66404417342,7578.14444224514,"000",0,1,1,1
"15-Jan-12 11.06.10.000 PM",7298.32236309058,7215.66404417342,7578.14444224514,"000",0,1,1,1
"15-Jan-12 11.06.20.000 PM",7298.32236309058,7215.66404417342,7578.14444224514,"000",0,1,1,1
"15-Jan-12 11.06.30.000 PM",7298.32236309058,7215.66404417342,7578.14444224514,"000",0,1,1,1
"15-Jan-12 11.06.40.000 PM",7298.32236309058,7215.66404417342,7578.14444224514,"000",0,1,1,1
"15-Jan-12 11.06.50.000 PM",7298.32236309058,7215.66404417342,7578.14444224514,"000",0,1,1,1
"15-Jan-12 11.07.00.000 PM",7298.32236309058,7215.66404417342,7578.14444224514,"000",0,1,1,1
"15-Jan-12 11.07.10.000 PM",7298.32236309058,7215.66404417342,7578.14444224514,"000",0,1,1,1
"15-Jan-12 11.07.20.000 PM",7298.32236309058,7215.66404417342,7578.14444224514,"000",0,1,1,1
"15-Jan-12 11.07.30.000 PM",7298.32236309058,7215.66404417342,7578.14444224514,"000",0,1,1,1
"15-Jan-12 11.07.40.000 PM",7298.32236309058,7215.66404417342,7578.14444224514,"000",0,1,1,1
"15-Jan-12 11.07.50.000 PM",7298.32236309058,7215.66404417342,7578.14444224514,"000",0,1,1,1
"15-Jan-12 11.08.00.000 PM",7298.32236309058,7215.66404417342,7578.14444224514,"000",0,1,1,1
"15-Jan-12 11.08.10.000 PM",7298.32236309058,7215.66404417342,7578.14444224514,"000",0,1,1,1
"15-Jan-12 11.08.20.000 PM",7298.32236309058,7215.66404417342,7578.14444224514,"000",0,1,1,1
"15-Jan-12 11.08.30.000 PM",7298.32236309058,7215.66404417342,7578.14444224514,"000",0,1,1,1
"15-Jan-12 11.08.40.000 PM",7298.32236309058,7215.66404417342,7578.14444224514,"000",0,1,1,1
"15-Jan-12 11.08.50.000 PM",7298.32236309058,7215.66404417342,7578.14444224514,"000",0,1,1,1
"15-Jan-12 11.09.00.000 PM",7298.32236309058,7215.66404417342,7578.14444224514,"000",0,1,1,1
"15-Jan-12 11.09.10.000 PM",7298.32236309058,7215.66404417342,7578.14444224514,"000",0,1,1,1
"15-Jan-12 11.09.20.000 PM",7298.32236309058,7215.66404417342,7578.14444224514,"000",0,1,1,1
"15-Jan-12 11.09.30.000 PM",7298.32236309058,7215.66404417342,7578.14444224514,"000",0,1,1,1
"15-Jan-12 11.09.40.000 PM",7298.32236309058,7215.66404417342,7578.14444224514,"000",0,1,1,1
"15-Jan-12 11.09.50.000 PM",7298.32236309058,7215.66404417342,7578.14444224514,"000",0,1,1,1
"15-Jan-12 11.10.00.000 PM",7297.97289871814,7214.85592466159,7578.0822326786,"000",0,1,1,1
"15-Jan-12 11.10.10.000 PM",7297.97289871814,7214.85592466159,7578.0822326786,"000",0,1,1,1
"15-Jan-12 11.10.20.000 PM",7297.97289871814,7214.85592466159,7578.0822326786,"000",0,1,1,1
"15-Jan-12 11.10.30.000 PM",7297.97289871814,7214.85592466159,7578.0822326786,"000",0,1,1,1
"15-Jan-12 11.10.40.000 PM",7297.97289871814,7214.85592466159,7578.0822326786,"000",0,1,1,1
"15-Jan-12 11.10.50.000 PM",7297.97289871814,7214.85592466159,7578.0822326786,"000",0,1,1,1
"15-Jan-12 11.11.00.000 PM",7297.97289871814,7214.85592466159,7578.0822326786,"000",0,1,1,1
"15-Jan-12 11.11.10.000 PM",7297.97289871814,7214.85592466159,7578.0822326786,"000",0,1,1,1
"15-Jan-12 11.11.20.000 PM",7297.97289871814,7214.85592466159,7578.0822326786,"000",0,1,1,1
"15-Jan-12 11.11.30.000 PM",7297.97289871814,7214.85592466159,7578.0822326786,"000",0,1,1,1
"15-Jan-12 11.11.40.000 PM",7297.97289871814,7214.85592466159,7578.0822326786,"000",0,1,1,1
"15-Jan-12 11.11.50.000 PM",7297.97289871814,7214.85592466159,7578.0822326786,"000",0,1,1,1
"15-Jan-12 11.12.00.000 PM",7297.97289871814,7214.85592466159,7578.0822326786,"000",0,1,1,1
"15-Jan-12 11.12.10.000 PM",7297.97289871814,7214.85592466159,7578.0822326786,"000",0,1,1,1
"15-Jan-12 11.12.20.000 PM",7297.97289871814,7214.85592466159,7578.0822326786,"000",0,1,1,1
"15-Jan-12 11.12.30.000 PM",7297.97289871814,7214.85592466159,7578.0822326786,"000",0,1,1,1
"15-Jan-12 11.12.40.000 PM",7297.97289871814,7214.85592466159,7578.0822326786,"000",0,1,1,1
"15-Jan-12 11.12.50.000 PM",7297.97289871814,7214.85592466159,7578.0822326786,"000",0,1,1,1
"15-Jan-12 11.13.00.000 PM",7297.97289871814,7214.85592466159,7578.0822326786,"000",0,1,1,1
"15-Jan-12 11.13.10.000 PM",7297.97289871814,7214.85592466159,7578.0822326786,"000",0,1,1,1
"15-Jan-12 11.13.20.000 PM",7297.97289871814,7214.85592466159,7578.0822326786,"000",0,1,1,1
"15-Jan-12 11.13.30.000 PM",7297.97289871814,7214.85592466159,7578.0822326786,"000",0,1,1,1
"15-Jan-12 11.13.40.000 PM",7297.97289871814,7214.85592466159,7578.0822326786,"000",0,1,1,1
"15-Jan-12 11.13.50.000 PM",7297.97289871814,7214.85592466159,7578.0822326786,"000",0,1,1,1
"15-Jan-12 11.14.00.000 PM",7297.97289871814,7214.85592466159,7578.0822326786,"000",0,1,1,1
"15-Jan-12 11.14.10.000 PM",7297.97289871814,7214.85592466159,7578.0822326786,"000",0,1,1,1
"15-Jan-12 11.14.20.000 PM",7297.97289871814,7214.85592466159,7578.0822326786,"000",0,1,1,1
"15-Jan-12 11.14.30.000 PM",7297.97289871814,7214.85592466159,7578.0822326786,"000",0,1,1,1
"15-Jan-12 11.14.40.000 PM",7297.97289871814,7214.85592466159,7578.0822326786,"000",0,1,1,1
"15-Jan-12 11.14.50.000 PM",7297.97289871814,7214.85592466159,7578.0822326786,"000",0,1,1,1
"15-Jan-12 11.15.00.000 PM",7298.08738434892,7215.66769821153,7578.11164927421,"000",0,1,1,1
"15-Jan-12 11.15.10.000 PM",7298.08738434892,7215.66769821153,7578.11164927421,"000",0,1,1,1
"15-Jan-12 11.15.20.000 PM",7298.08738434892,7215.66769821153,7578.11164927421,"000",0,1,1,1
"15-Jan-12 11.15.30.000 PM",7298.08738434892,7215.66769821153,7578.11164927421,"000",0,1,1,1
"15-Jan-12 11.15.40.000 PM",7298.08738434892,7215.66769821153,7578.11164927421,"000",0,1,1,1
"15-Jan-12 11.15.50.000 PM",7298.08738434892,7215.66769821153,7578.11164927421,"000",0,1,1,1
"15-Jan-12 11.16.00.000 PM",7298.08738434892,7215.66769821153,7578.11164927421,"000",0,1,1,1
"15-Jan-12 11.16.10.000 PM",7298.08738434892,7215.66769821153,7578.11164927421,"000",0,1,1,1
"15-Jan-12 11.16.20.000 PM",7298.08738434892,7215.66769821153,7578.11164927421,"000",0,1,1,1
"15-Jan-12 11.16.30.000 PM",7298.08738434892,7215.66769821153,7578.11164927421,"000",0,1,1,1
"15-Jan-12 11.16.40.000 PM",7298.08738434892,7215.66769821153,7578.11164927421,"000",0,1,1,1
"15-Jan-12 11.16.50.000 PM",7298.08738434892,7215.66769821153,7578.11164927421,"000",0,1,1,1
"15-Jan-12 11.17.00.000 PM",7298.08738434892,7215.66769821153,7578.11164927421,"000",0,1,1,1
"15-Jan-12 11.17.10.000 PM",7298.08738434892,7215.66769821153,7578.11164927421,"000",0,1,1,1
"15-Jan-12 11.17.20.000 PM",7298.08738434892,7215.66769821153,7578.11164927421,"000",0,1,1,1
"15-Jan-12 11.17.30.000 PM",7298.08738434892,7215.66769821153,7578.11164927421,"000",0,1,1,1
"15-Jan-12 11.17.40.000 PM",7298.08738434892,7215.66769821153,7578.11164927421,"000",0,1,1,1
"15-Jan-12 11.17.50.000 PM",7298.08738434892,7215.66769821153,7578.11164927421,"000",0,1,1,1
"15-Jan-12 11.18.00.000 PM",7298.08738434892,7215.66769821153,7578.11164927421,"000",0,1,1,1
"15-Jan-12 11.18.10.000 PM",7298.08738434892,7215.66769821153,7578.11164927421,"000",0,1,1,1
"15-Jan-12 11.18.20.000 PM",7298.08738434892,7215.66769821153,7578.11164927421,"000",0,1,1,1
"15-Jan-12 11.18.30.000 PM",7298.08738434892,7215.66769821153,7578.11164927421,"000",0,1,1,1
"15-Jan-12 11.18.40.000 PM",7298.08738434892,7215.66769821153,7578.11164927421,"000",0,1,1,1
"15-Jan-12 11.18.50.000 PM",7298.08738434892,7215.66769821153,7578.11164927421,"000",0,1,1,1
"15-Jan-12 11.19.00.000 PM",7298.08738434892,7215.66769821153,7578.11164927421,"000",0,1,1,1
"15-Jan-12 11.19.10.000 PM",7298.08738434892,7215.66769821153,7578.11164927421,"000",0,1,1,1
"15-Jan-12 11.19.20.000 PM",7298.08738434892,7215.66769821153,7578.11164927421,"000",0,1,1,1
"15-Jan-12 11.19.30.000 PM",7298.08738434892,7215.66769821153,7578.11164927421,"000",0,1,1,1
"15-Jan-12 11.19.40.000 PM",7298.08738434892,7215.66769821153,7578.11164927421,"000",0,1,1,1
"15-Jan-12 11.19.50.000 PM",7298.08738434892,7215.66769821153,7578.11164927421,"000",0,1,1,1
"15-Jan-12 11.20.00.000 PM",7297.61887604542,7215.20152694841,7578.11277182185,"000",0,1,1,1
"15-Jan-12 11.20.10.000 PM",7297.61887604542,7215.20152694841,7578.11277182185,"000",0,1,1,1
"15-Jan-12 11.20.20.000 PM",7297.61887604542,7215.20152694841,7578.11277182185,"000",0,1,1,1
"15-Jan-12 11.20.30.000 PM",7297.61887604542,7215.20152694841,7578.11277182185,"000",0,1,1,1
"15-Jan-12 11.20.40.000 PM",7297.61887604542,7215.20152694841,7578.11277182185,"000",0,1,1,1
"15-Jan-12 11.20.50.000 PM",7297.61887604542,7215.20152694841,7578.11277182185,"000",0,1,1,1
"15-Jan-12 11.21.00.000 PM",7297.61887604542,7215.20152694841,7578.11277182185,"000",0,1,1,1
"15-Jan-12 11.21.10.000 PM",7297.61887604542,7215.20152694841,7578.11277182185,"000",0,1,1,1
"15-Jan-12 11.21.20.000 PM",7297.61887604542,7215.20152694841,7578.11277182185,"000",0,1,1,1
"15-Jan-12 11.21.30.000 PM",7297.61887604542,7215.20152694841,7578.11277182185,"000",0,1,1,1
"15-Jan-12 11.21.40.000 PM",7297.61887604542,7215.20152694841,7578.11277182185,"000",0,1,1,1
"15-Jan-12 11.21.50.000 PM",7297.61887604542,7215.20152694841,7578.11277182185,"000",0,1,1,1
"15-Jan-12 11.22.00.000 PM",7297.61887604542,7215.20152694841,7578.11277182185,"000",0,1,1,1
"15-Jan-12 11.22.10.000 PM",7297.61887604542,7215.20152694841,7578.11277182185,"000",0,1,1,1
"15-Jan-12 11.22.20.000 PM",7297.61887604542,7215.20152694841,7578.11277182185,"000",0,1,1,1
"15-Jan-12 11.22.30.000 PM",7297.61887604542,7215.20152694841,7578.11277182185,"000",0,1,1,1
"15-Jan-12 11.22.40.000 PM",7297.61887604542,7215.20152694841,7578.11277182185,"000",0,1,1,1
"15-Jan-12 11.22.50.000 PM",7297.61887604542,7215.20152694841,7578.11277182185,"000",0,1,1,1
"15-Jan-12 11.23.00.000 PM",7297.61887604542,7215.20152694841,7578.11277182185,"000",0,1,1,1
"15-Jan-12 11.23.10.000 PM",7297.61887604542,7215.20152694841,7578.11277182185,"000",0,1,1,1
"15-Jan-12 11.23.20.000 PM",7297.61887604542,7215.20152694841,7578.11277182185,"000",0,1,1,1
"15-Jan-12 11.23.30.000 PM",7297.61887604542,7215.20152694841,7578.11277182185,"000",0,1,1,1
"15-Jan-12 11.23.40.000 PM",7297.61887604542,7215.20152694841,7578.11277182185,"000",0,1,1,1
"15-Jan-12 11.23.50.000 PM",7297.61887604542,7215.20152694841,7578.11277182185,"000",0,1,1,1
"15-Jan-12 11.24.00.000 PM",7297.61887604542,7215.20152694841,7578.11277182185,"000",0,1,1,1
"15-Jan-12 11.24.10.000 PM",7297.61887604542,7215.20152694841,7578.11277182185,"000",0,1,1,1
"15-Jan-12 11.24.20.000 PM",7297.61887604542,7215.20152694841,7578.11277182185,"000",0,1,1,1
"15-Jan-12 11.24.30.000 PM",7297.61887604542,7215.20152694841,7578.11277182185,"000",0,1,1,1
"15-Jan-12 11.24.40.000 PM",7297.61887604542,7215.20152694841,7578.11277182185,"000",0,1,1,1
"15-Jan-12 11.24.50.000 PM",7297.61887604542,7215.20152694841,7578.11277182185,"000",0,1,1,1
"15-Jan-12 11.25.00.000 PM",7298.14057956249,7215.69000789024,7578.06586169347,"000",0,1,1,1
"15-Jan-12 11.25.10.000 PM",7298.14057956249,7215.69000789024,7578.06586169347,"000",0,1,1,1
"15-Jan-12 11.25.20.000 PM",7298.14057956249,7215.69000789024,7578.06586169347,"000",0,1,1,1
"15-Jan-12 11.25.30.000 PM",7298.14057956249,7215.69000789024,7578.06586169347,"000",0,1,1,1
"15-Jan-12 11.25.40.000 PM",7298.14057956249,7215.69000789024,7578.06586169347,"000",0,1,1,1
"15-Jan-12 11.25.50.000 PM",7298.14057956249,7215.69000789024,7578.06586169347,"000",0,1,1,1
"15-Jan-12 11.26.00.000 PM",7298.14057956249,7215.69000789024,7578.06586169347,"000",0,1,1,1
"15-Jan-12 11.26.10.000 PM",7298.14057956249,7215.69000789024,7578.06586169347,"000",0,1,1,1
"15-Jan-12 11.26.20.000 PM",7298.14057956249,7215.69000789024,7578.06586169347,"000",0,1,1,1
"15-Jan-12 11.26.30.000 PM",7298.14057956249,7215.69000789024,7578.06586169347,"000",0,1,1,1
"15-Jan-12 11.26.40.000 PM",7298.14057956249,7215.69000789024,7578.06586169347,"000",0,1,1,1
"15-Jan-12 11.26.50.000 PM",7298.14057956249,7215.69000789024,7578.06586169347,"000",0,1,1,1
"15-Jan-12 11.27.00.000 PM",7298.14057956249,7215.69000789024,7578.06586169347,"000",0,1,1,1
"15-Jan-12 11.27.10.000 PM",7298.14057956249,7215.69000789024,7578.06586169347,"000",0,1,1,1
"15-Jan-12 11.27.20.000 PM",7298.14057956249,7215.69000789024,7578.06586169347,"000",0,1,1,1
"15-Jan-12 11.27.30.000 PM",7298.14057956249,7215.69000789024,7578.06586169347,"000",0,1,1,1
"15-Jan-12 11.27.40.000 PM",7298.14057956249,7215.69000789024,7578.06586169347,"000",0,1,1,1
"15-Jan-12 11.27.50.000 PM",7298.14057956249,7215.69000789024,7578.06586169347,"000",0,1,1,1
"15-Jan-12 11.28.00.000 PM",7298.14057956249,7215.69000789024,7578.06586169347,"000",0,1,1,1
"15-Jan-12 11.28.10.000 PM",7298.14057956249,7215.69000789024,7578.06586169347,"000",0,1,1,1
"15-Jan-12 11.28.20.000 PM",7298.14057956249,7215.69000789024,7578.06586169347,"000",0,1,1,1
"15-Jan-12 11.28.30.000 PM",7298.14057956249,7215.69000789024,7578.06586169347,"000",0,1,1,1
"15-Jan-12 11.28.40.000 PM",7298.14057956249,7215.69000789024,7578.06586169347,"000",0,1,1,1
"15-Jan-12 11.28.50.000 PM",7298.14057956249,7215.69000789024,7578.06586169347,"000",0,1,1,1
"15-Jan-12 11.29.00.000 PM",7298.14057956249,7215.69000789024,7578.06586169347,"000",0,1,1,1
"15-Jan-12 11.29.10.000 PM",7298.14057956249,7215.69000789024,7578.06586169347,"000",0,1,1,1
"15-Jan-12 11.29.20.000 PM",7298.14057956249,7215.69000789024,7578.06586169347,"000",0,1,1,1
"15-Jan-12 11.29.30.000 PM",7298.14057956249,7215.69000789024,7578.06586169347,"000",0,1,1,1
"15-Jan-12 11.29.40.000 PM",7298.14057956249,7215.69000789024,7578.06586169347,"000",0,1,1,1
"15-Jan-12 11.29.50.000 PM",7298.14057956249,7215.69000789024,7578.06586169347,"000",0,1,1,1
"15-Jan-12 11.30.00.000 PM",7297.72830801846,7215.84361153209,7578.10637526838,"000",0,1,1,1
"15-Jan-12 11.30.10.000 PM",7297.72830801846,7215.84361153209,7578.10637526838,"000",0,1,1,1
"15-Jan-12 11.30.20.000 PM",7297.72830801846,7215.84361153209,7578.10637526838,"000",0,1,1,1
"15-Jan-12 11.30.30.000 PM",7297.72830801846,7215.84361153209,7578.10637526838,"000",0,1,1,1
"15-Jan-12 11.30.40.000 PM",7297.72830801846,7215.84361153209,7578.10637526838,"000",0,1,1,1
"15-Jan-12 11.30.50.000 PM",7297.72830801846,7215.84361153209,7578.10637526838,"000",0,1,1,1
"15-Jan-12 11.31.00.000 PM",7297.72830801846,7215.84361153209,7578.10637526838,"000",0,1,1,1
"15-Jan-12 11.31.10.000 PM",7297.72830801846,7215.84361153209,7578.10637526838,"000",0,1,1,1
"15-Jan-12 11.31.20.000 PM",7297.72830801846,7215.84361153209,7578.10637526838,"000",0,1,1,1
"15-Jan-12 11.31.30.000 PM",7297.72830801846,7215.84361153209,7578.10637526838,"000",0,1,1,1
"15-Jan-12 11.31.40.000 PM",7297.72830801846,7215.84361153209,7578.10637526838,"000",0,1,1,1
"15-Jan-12 11.31.50.000 PM",7297.72830801846,7215.84361153209,7578.10637526838,"000",0,1,1,1
"15-Jan-12 11.32.00.000 PM",7297.72830801846,7215.84361153209,7578.10637526838,"000",0,1,1,1
"15-Jan-12 11.32.10.000 PM",7297.72830801846,7215.84361153209,7578.10637526838,"000",0,1,1,1
"15-Jan-12 11.32.20.000 PM",7297.72830801846,7215.84361153209,7578.10637526838,"000",0,1,1,1
"15-Jan-12 11.32.30.000 PM",7297.72830801846,7215.84361153209,7578.10637526838,"000",0,1,1,1
"15-Jan-12 11.32.40.000 PM",7297.72830801846,7215.84361153209,7578.10637526838,"000",0,1,1,1
"15-Jan-12 11.32.50.000 PM",7297.72830801846,7215.84361153209,7578.10637526838,"000",0,1,1,1
"15-Jan-12 11.33.00.000 PM",7297.72830801846,7215.84361153209,7578.10637526838,"000",0,1,1,1
"15-Jan-12 11.33.10.000 PM",7297.72830801846,7215.84361153209,7578.10637526838,"000",0,1,1,1
"15-Jan-12 11.33.20.000 PM",7297.72830801846,7215.84361153209,7578.10637526838,"000",0,1,1,1
"15-Jan-12 11.33.30.000 PM",7297.72830801846,7215.84361153209,7578.10637526838,"000",0,1,1,1
"15-Jan-12 11.33.40.000 PM",7297.72830801846,7215.84361153209,7578.10637526838,"000",0,1,1,1
"15-Jan-12 11.33.50.000 PM",7297.72830801846,7215.84361153209,7578.10637526838,"000",0,1,1,1
"15-Jan-12 11.34.00.000 PM",7297.72830801846,7215.84361153209,7578.10637526838,"000",0,1,1,1
"15-Jan-12 11.34.10.000 PM",7297.72830801846,7215.84361153209,7578.10637526838,"000",0,1,1,1
"15-Jan-12 11.34.20.000 PM",7297.72830801846,7215.84361153209,7578.10637526838,"000",0,1,1,1
"15-Jan-12 11.34.30.000 PM",7297.72830801846,7215.84361153209,7578.10637526838,"000",0,1,1,1
"15-Jan-12 11.34.40.000 PM",7297.72830801846,7215.84361153209,7578.10637526838,"000",0,1,1,1
"15-Jan-12 11.34.50.000 PM",7297.72830801846,7215.84361153209,7578.10637526838,"000",0,1,1,1
"15-Jan-12 11.35.00.000 PM",7298.26150154433,7215.5292776021,7578.03447688418,"000",0,1,1,1
"15-Jan-12 11.35.10.000 PM",7298.26150154433,7215.5292776021,7578.03447688418,"000",0,1,1,1
"15-Jan-12 11.35.20.000 PM",7298.26150154433,7215.5292776021,7578.03447688418,"000",0,1,1,1
"15-Jan-12 11.35.30.000 PM",7298.26150154433,7215.5292776021,7578.03447688418,"000",0,1,1,1
"15-Jan-12 11.35.40.000 PM",7298.26150154433,7215.5292776021,7578.03447688418,"000",0,1,1,1
"15-Jan-12 11.35.50.000 PM",7298.26150154433,7215.5292776021,7578.03447688418,"000",0,1,1,1
"15-Jan-12 11.36.00.000 PM",7298.26150154433,7215.5292776021,7578.03447688418,"000",0,1,1,1
"15-Jan-12 11.36.10.000 PM",7298.26150154433,7215.5292776021,7578.03447688418,"000",0,1,1,1
"15-Jan-12 11.36.20.000 PM",7298.26150154433,7215.5292776021,7578.03447688418,"000",0,1,1,1
