"time","Freq1","Freq2","Freq3","orificeHeater","gapQF","stab1","stab2","stab3"
"16-Jan-12 04.57.10.000 AM",7300.04617822613,7218.56291985753,7581.15641375339,"000",0,1,1,1
"16-Jan-12 04.57.20.000 AM",7300.04617822613,7218.56291985753,7581.15641375339,"000",0,1,1,1
"16-Jan-12 04.57.30.000 AM",7300.04617822613,7218.56291985753,7581.15641375339,"000",0,1,1,1
"16-Jan-12 04.57.40.000 AM",7300.04617822613,7218.56291985753,7581.15641375339,"000",0,1,1,1
"16-Jan-12 04.57.50.000 AM",7300.04617822613,7218.56291985753,7581.15641375339,"000",0,1,1,1
"16-Jan-12 04.58.00.000 AM",7300.04617822613,7218.56291985753,7581.15641375339,"000",0,1,1,1
"16-Jan-12 04.58.10.000 AM",7300.04617822613,7218.56291985753,7581.15641375339,"000",0,1,1,1
"16-Jan-12 04.58.20.000 AM",7300.04617822613,7218.56291985753,7581.15641375339,"000",0,1,1,1
"16-Jan-12 04.58.30.000 AM",7300.04617822613,7218.56291985753,7581.15641375339,"000",0,1,1,1
"16-Jan-12 04.58.40.000 AM",7300.04617822613,7218.56291985753,7581.15641375339,"000",0,1,1,1
"16-Jan-12 04.58.50.000 AM",7300.04617822613,7218.56291985753,7581.15641375339,"000",0,1,1,1
"16-Jan-12 04.59.00.000 AM",7300.04617822613,7218.56291985753,7581.15641375339,"000",0,1,1,1
"16-Jan-12 04.59.10.000 AM",7300.04617822613,7218.56291985753,7581.15641375339,"000",0,1,1,1
"16-Jan-12 04.59.20.000 AM",7300.04617822613,7218.56291985753,7581.15641375339,"000",0,1,1,1
"16-Jan-12 04.59.30.000 AM",7300.04617822613,7218.56291985753,7581.15641375339,"000",0,1,1,1
"16-Jan-12 04.59.40.000 AM",7300.04617822613,7218.56291985753,7581.15641375339,"000",0,1,1,1
"16-Jan-12 04.59.50.000 AM",7300.04617822613,7218.56291985753,7581.15641375339,"000",0,1,1,1
"16-Jan-12 05.00.00.000 AM",7300.70523913379,7218.37618762425,7581.26573960799,"000",0,1,1,1
"16-Jan-12 05.00.10.000 AM",7300.70523913379,7218.37618762425,7581.26573960799,"000",0,1,1,1
"16-Jan-12 05.00.20.000 AM",7300.70523913379,7218.37618762425,7581.26573960799,"000",0,1,1,1
"16-Jan-12 05.00.30.000 AM",7300.70523913379,7218.37618762425,7581.26573960799,"000",0,1,1,1
"16-Jan-12 05.00.40.000 AM",7300.70523913379,7218.37618762425,7581.26573960799,"000",0,1,1,1
"16-Jan-12 05.00.50.000 AM",7300.70523913379,7218.37618762425,7581.26573960799,"000",0,1,1,1
"16-Jan-12 05.01.00.000 AM",7300.70523913379,7218.37618762425,7581.26573960799,"000",0,1,1,1
"16-Jan-12 05.01.10.000 AM",7300.70523913379,7218.37618762425,7581.26573960799,"000",0,1,1,1
"16-Jan-12 05.01.20.000 AM",7300.70523913379,7218.37618762425,7581.26573960799,"000",0,1,1,1
"16-Jan-12 05.01.30.000 AM",7300.70523913379,7218.37618762425,7581.26573960799,"000",0,1,1,1
"16-Jan-12 05.01.40.000 AM",7300.70523913379,7218.37618762425,7581.26573960799,"000",0,1,1,1
"16-Jan-12 05.01.50.000 AM",7300.70523913379,7218.37618762425,7581.26573960799,"000",0,1,1,1
"16-Jan-12 05.02.00.000 AM",7300.70523913379,7218.37618762425,7581.26573960799,"000",0,1,1,1
"16-Jan-12 05.02.10.000 AM",7300.70523913379,7218.37618762425,7581.26573960799,"000",0,1,1,1
"16-Jan-12 05.02.20.000 AM",7300.70523913379,7218.37618762425,7581.26573960799,"000",0,1,1,1
"16-Jan-12 05.02.30.000 AM",7300.70523913379,7218.37618762425,7581.26573960799,"000",0,1,1,1
"16-Jan-12 05.02.40.000 AM",7300.70523913379,7218.37618762425,7581.26573960799,"000",0,1,1,1
"16-Jan-12 05.02.50.000 AM",7300.70523913379,7218.37618762425,7581.26573960799,"000",0,1,1,1
"16-Jan-12 05.03.00.000 AM",7300.70523913379,7218.37618762425,7581.26573960799,"000",0,1,1,1
"16-Jan-12 05.03.10.000 AM",7300.70523913379,7218.37618762425,7581.26573960799,"000",0,1,1,1
"16-Jan-12 05.03.20.000 AM",7300.70523913379,7218.37618762425,7581.26573960799,"000",0,1,1,1
"16-Jan-12 05.03.30.000 AM",7300.70523913379,7218.37618762425,7581.26573960799,"000",0,1,1,1
"16-Jan-12 05.03.40.000 AM",7300.70523913379,7218.37618762425,7581.26573960799,"000",0,1,1,1
"16-Jan-12 05.03.50.000 AM",7300.70523913379,7218.37618762425,7581.26573960799,"000",0,1,1,1
"16-Jan-12 05.04.00.000 AM",7300.70523913379,7218.37618762425,7581.26573960799,"000",0,1,1,1
"16-Jan-12 05.04.10.000 AM",7300.70523913379,7218.37618762425,7581.26573960799,"000",0,1,1,1
"16-Jan-12 05.04.20.000 AM",7300.70523913379,7218.37618762425,7581.26573960799,"000",0,1,1,1
"16-Jan-12 05.04.30.000 AM",7300.70523913379,7218.37618762425,7581.26573960799,"000",0,1,1,1
"16-Jan-12 05.04.40.000 AM",7300.70523913379,7218.37618762425,7581.26573960799,"000",0,1,1,1
"16-Jan-12 05.04.50.000 AM",7300.70523913379,7218.37618762425,7581.26573960799,"000",0,1,1,1
"16-Jan-12 05.05.00.000 AM",7300.68969539921,7218.94567953849,7581.16470395374,"000",0,1,1,1
"16-Jan-12 05.05.10.000 AM",7300.68969539921,7218.94567953849,7581.16470395374,"000",0,1,1,1
"16-Jan-12 05.05.20.000 AM",7300.68969539921,7218.94567953849,7581.16470395374,"000",0,1,1,1
"16-Jan-12 05.05.30.000 AM",7300.68969539921,7218.94567953849,7581.16470395374,"000",0,1,1,1
"16-Jan-12 05.05.40.000 AM",7300.68969539921,7218.94567953849,7581.16470395374,"000",0,1,1,1
"16-Jan-12 05.05.50.000 AM",7300.68969539921,7218.94567953849,7581.16470395374,"000",0,1,1,1
"16-Jan-12 05.06.00.000 AM",7300.68969539921,7218.94567953849,7581.16470395374,"000",0,1,1,1
"16-Jan-12 05.06.10.000 AM",7300.68969539921,7218.94567953849,7581.16470395374,"000",0,1,1,1
"16-Jan-12 05.06.20.000 AM",7300.68969539921,7218.94567953849,7581.16470395374,"000",0,1,1,1
"16-Jan-12 05.06.30.000 AM",7300.68969539921,7218.94567953849,7581.16470395374,"000",0,1,1,1
"16-Jan-12 05.06.40.000 AM",7300.68969539921,7218.94567953849,7581.16470395374,"000",0,1,1,1
"16-Jan-12 05.06.50.000 AM",7300.68969539921,7218.94567953849,7581.16470395374,"000",0,1,1,1
"16-Jan-12 05.07.00.000 AM",7300.68969539921,7218.94567953849,7581.16470395374,"000",0,1,1,1
"16-Jan-12 05.07.10.000 AM",7300.68969539921,7218.94567953849,7581.16470395374,"000",0,1,1,1
"16-Jan-12 05.07.20.000 AM",7300.68969539921,7218.94567953849,7581.16470395374,"000",0,1,1,1
"16-Jan-12 05.07.30.000 AM",7300.68969539921,7218.94567953849,7581.16470395374,"000",0,1,1,1
"16-Jan-12 05.07.40.000 AM",7300.68969539921,7218.94567953849,7581.16470395374,"000",0,1,1,1
"16-Jan-12 05.07.50.000 AM",7300.68969539921,7218.94567953849,7581.16470395374,"000",0,1,1,1
"16-Jan-12 05.08.00.000 AM",7300.68969539921,7218.94567953849,7581.16470395374,"000",0,1,1,1
"16-Jan-12 05.08.10.000 AM",7300.68969539921,7218.94567953849,7581.16470395374,"000",0,1,1,1
"16-Jan-12 05.08.20.000 AM",7300.68969539921,7218.94567953849,7581.16470395374,"000",0,1,1,1
"16-Jan-12 05.08.30.000 AM",7300.68969539921,7218.94567953849,7581.16470395374,"000",0,1,1,1
"16-Jan-12 05.08.40.000 AM",7300.68969539921,7218.94567953849,7581.16470395374,"000",0,1,1,1
"16-Jan-12 05.08.50.000 AM",7300.68969539921,7218.94567953849,7581.16470395374,"000",0,1,1,1
"16-Jan-12 05.09.00.000 AM",7300.68969539921,7218.94567953849,7581.16470395374,"000",0,1,1,1
"16-Jan-12 05.09.10.000 AM",7300.68969539921,7218.94567953849,7581.16470395374,"000",0,1,1,1
"16-Jan-12 05.09.20.000 AM",7300.68969539921,7218.94567953849,7581.16470395374,"000",0,1,1,1
"16-Jan-12 05.09.30.000 AM",7300.68969539921,7218.94567953849,7581.16470395374,"000",0,1,1,1
"16-Jan-12 05.09.40.000 AM",7300.68969539921,7218.94567953849,7581.16470395374,"000",0,1,1,1
"16-Jan-12 05.09.50.000 AM",7300.68969539921,7218.94567953849,7581.16470395374,"000",0,1,1,1
"16-Jan-12 05.10.00.000 AM",7300.05620000889,7218.88290261061,7581.21990693888,"000",0,1,1,1
"16-Jan-12 05.10.10.000 AM",7300.05620000889,7218.88290261061,7581.21990693888,"000",0,1,1,1
"16-Jan-12 05.10.20.000 AM",7300.05620000889,7218.88290261061,7581.21990693888,"000",0,1,1,1
"16-Jan-12 05.10.30.000 AM",7300.05620000889,7218.88290261061,7581.21990693888,"000",0,1,1,1
"16-Jan-12 05.10.40.000 AM",7300.05620000889,7218.88290261061,7581.21990693888,"000",0,1,1,1
"16-Jan-12 05.10.50.000 AM",7300.05620000889,7218.88290261061,7581.21990693888,"000",0,1,1,1
"16-Jan-12 05.11.00.000 AM",7300.05620000889,7218.88290261061,7581.21990693888,"000",0,1,1,1
"16-Jan-12 05.11.10.000 AM",7300.05620000889,7218.88290261061,7581.21990693888,"000",0,1,1,1
"16-Jan-12 05.11.20.000 AM",7300.05620000889,7218.88290261061,7581.21990693888,"000",0,1,1,1
"16-Jan-12 05.11.30.000 AM",7300.05620000889,7218.88290261061,7581.21990693888,"000",0,1,1,1
"16-Jan-12 05.11.40.000 AM",7300.05620000889,7218.88290261061,7581.21990693888,"000",0,1,1,1
"16-Jan-12 05.11.50.000 AM",7300.05620000889,7218.88290261061,7581.21990693888,"000",0,1,1,1
"16-Jan-12 05.12.00.000 AM",7300.05620000889,7218.88290261061,7581.21990693888,"000",0,1,1,1
"16-Jan-12 05.12.10.000 AM",7300.05620000889,7218.88290261061,7581.21990693888,"000",0,1,1,1
"16-Jan-12 05.12.20.000 AM",7300.05620000889,7218.88290261061,7581.21990693888,"000",0,1,1,1
"16-Jan-12 05.12.30.000 AM",7300.05620000889,7218.88290261061,7581.21990693888,"000",0,1,1,1
"16-Jan-12 05.12.40.000 AM",7300.05620000889,7218.88290261061,7581.21990693888,"000",0,1,1,1
"16-Jan-12 05.12.50.000 AM",7300.05620000889,7218.88290261061,7581.21990693888,"000",0,1,1,1
"16-Jan-12 05.13.00.000 AM",7300.05620000889,7218.88290261061,7581.21990693888,"000",0,1,1,1
"16-Jan-12 05.13.10.000 AM",7300.05620000889,7218.88290261061,7581.21990693888,"000",0,1,1,1
"16-Jan-12 05.13.20.000 AM",7300.05620000889,7218.88290261061,7581.21990693888,"000",0,1,1,1
"16-Jan-12 05.13.30.000 AM",7300.05620000889,7218.88290261061,7581.21990693888,"000",0,1,1,1
"16-Jan-12 05.13.40.000 AM",7300.05620000889,7218.88290261061,7581.21990693888,"000",0,1,1,1
"16-Jan-12 05.13.50.000 AM",7300.05620000889,7218.88290261061,7581.21990693888,"000",0,1,1,1
"16-Jan-12 05.14.00.000 AM",7300.05620000889,7218.88290261061,7581.21990693888,"000",0,1,1,1
"16-Jan-12 05.14.10.000 AM",7300.05620000889,7218.88290261061,7581.21990693888,"000",0,1,1,1
"16-Jan-12 05.14.20.000 AM",7300.05620000889,7218.88290261061,7581.21990693888,"000",0,1,1,1
"16-Jan-12 05.14.30.000 AM",7300.05620000889,7218.88290261061,7581.21990693888,"000",0,1,1,1
"16-Jan-12 05.14.40.000 AM",7300.05620000889,7218.88290261061,7581.21990693888,"000",0,1,1,1
"16-Jan-12 05.14.50.000 AM",7300.05620000889,7218.88290261061,7581.21990693888,"000",0,1,1,1
"16-Jan-12 05.15.00.000 AM",7301.06913898892,7218.44461280844,7581.25609316653,"000",0,1,1,1
"16-Jan-12 05.15.10.000 AM",7301.06913898892,7218.44461280844,7581.25609316653,"000",0,1,1,1
"16-Jan-12 05.15.20.000 AM",7301.06913898892,7218.44461280844,7581.25609316653,"000",0,1,1,1
"16-Jan-12 05.15.30.000 AM",7301.06913898892,7218.44461280844,7581.25609316653,"000",0,1,1,1
"16-Jan-12 05.15.40.000 AM",7301.06913898892,7218.44461280844,7581.25609316653,"000",0,1,1,1
"16-Jan-12 05.15.50.000 AM",7301.06913898892,7218.44461280844,7581.25609316653,"000",0,1,1,1
"16-Jan-12 05.16.00.000 AM",7301.06913898892,7218.44461280844,7581.25609316653,"000",0,1,1,1
"16-Jan-12 05.16.10.000 AM",7301.06913898892,7218.44461280844,7581.25609316653,"000",0,1,1,1
"16-Jan-12 05.16.20.000 AM",7301.06913898892,7218.44461280844,7581.25609316653,"000",0,1,1,1
"16-Jan-12 05.16.30.000 AM",7301.06913898892,7218.44461280844,7581.25609316653,"000",0,1,1,1
"16-Jan-12 05.16.40.000 AM",7301.06913898892,7218.44461280844,7581.25609316653,"000",0,1,1,1
"16-Jan-12 05.16.50.000 AM",7301.06913898892,7218.44461280844,7581.25609316653,"000",0,1,1,1
"16-Jan-12 05.17.00.000 AM",7301.06913898892,7218.44461280844,7581.25609316653,"000",0,1,1,1
"16-Jan-12 05.17.10.000 AM",7301.06913898892,7218.44461280844,7581.25609316653,"000",0,1,1,1
"16-Jan-12 05.17.20.000 AM",7301.06913898892,7218.44461280844,7581.25609316653,"000",0,1,1,1
"16-Jan-12 05.17.30.000 AM",7301.06913898892,7218.44461280844,7581.25609316653,"000",0,1,1,1
"16-Jan-12 05.17.40.000 AM",7301.06913898892,7218.44461280844,7581.25609316653,"000",0,1,1,1
"16-Jan-12 05.17.50.000 AM",7301.06913898892,7218.44461280844,7581.25609316653,"000",0,1,1,1
"16-Jan-12 05.18.00.000 AM",7301.06913898892,7218.44461280844,7581.25609316653,"000",0,1,1,1
"16-Jan-12 05.18.10.000 AM",7301.06913898892,7218.44461280844,7581.25609316653,"000",0,1,1,1
"16-Jan-12 05.18.20.000 AM",7301.06913898892,7218.44461280844,7581.25609316653,"000",0,1,1,1
"16-Jan-12 05.18.30.000 AM",7301.06913898892,7218.44461280844,7581.25609316653,"000",0,1,1,1
"16-Jan-12 05.18.40.000 AM",7301.06913898892,7218.44461280844,7581.25609316653,"000",0,1,1,1
"16-Jan-12 05.18.50.000 AM",7301.06913898892,7218.44461280844,7581.25609316653,"000",0,1,1,1
"16-Jan-12 05.19.00.000 AM",7301.06913898892,7218.44461280844,7581.25609316653,"000",0,1,1,1
"16-Jan-12 05.19.10.000 AM",7301.06913898892,7218.44461280844,7581.25609316653,"000",0,1,1,1
"16-Jan-12 05.19.20.000 AM",7301.06913898892,7218.44461280844,7581.25609316653,"000",0,1,1,1
"16-Jan-12 05.19.30.000 AM",7301.06913898892,7218.44461280844,7581.25609316653,"000",0,1,1,1
"16-Jan-12 05.19.40.000 AM",7301.06913898892,7218.44461280844,7581.25609316653,"000",0,1,1,1
"16-Jan-12 05.19.50.000 AM",7301.06913898892,7218.44461280844,7581.25609316653,"000",0,1,1,1
"16-Jan-12 05.20.00.000 AM",7300.59541626672,7219.27906847928,7581.17331810361,"000",0,1,1,1
"16-Jan-12 05.20.10.000 AM",7300.59541626672,7219.27906847928,7581.17331810361,"000",0,1,1,1
"16-Jan-12 05.20.20.000 AM",7300.59541626672,7219.27906847928,7581.17331810361,"000",0,1,1,1
"16-Jan-12 05.20.30.000 AM",7300.59541626672,7219.27906847928,7581.17331810361,"000",0,1,1,1
"16-Jan-12 05.20.40.000 AM",7300.59541626672,7219.27906847928,7581.17331810361,"000",0,1,1,1
"16-Jan-12 05.20.50.000 AM",7300.59541626672,7219.27906847928,7581.17331810361,"000",0,1,1,1
"16-Jan-12 05.21.00.000 AM",7300.59541626672,7219.27906847928,7581.17331810361,"000",0,1,1,1
"16-Jan-12 05.21.10.000 AM",7300.59541626672,7219.27906847928,7581.17331810361,"000",0,1,1,1
"16-Jan-12 05.21.20.000 AM",7300.59541626672,7219.27906847928,7581.17331810361,"000",0,1,1,1
"16-Jan-12 05.21.30.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.21.40.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.21.50.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.22.00.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.22.10.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.22.20.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.22.30.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.22.40.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.22.50.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.23.00.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.23.10.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.23.20.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.23.30.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.23.40.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.23.50.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.24.00.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.24.10.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.24.20.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.24.30.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.24.40.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.24.50.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.25.00.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.25.10.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.25.20.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.25.30.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.25.40.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.25.50.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.26.00.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.26.10.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.26.20.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.26.30.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.26.40.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.26.50.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.27.00.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.27.10.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.27.20.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.27.30.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.27.40.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.27.50.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.28.00.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.28.10.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.28.20.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.28.30.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.28.40.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.28.50.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.29.00.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.29.10.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.29.20.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.29.30.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.29.40.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.29.50.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.30.00.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.30.10.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.30.20.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.30.30.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.30.40.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.30.50.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.31.00.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.31.10.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.31.20.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.31.30.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.31.40.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.31.50.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.32.00.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.32.10.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.32.20.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.32.30.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.32.40.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.32.50.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.33.00.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.33.10.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.33.20.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.33.30.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.33.40.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.33.50.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.34.00.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.34.10.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.34.20.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.34.30.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.34.40.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.34.50.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.35.00.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.35.10.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.35.20.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.35.30.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.35.40.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.35.50.000 AM",NA,NA,NA,NA,1,1,1,1
"16-Jan-12 05.36.00.000 AM",7301.70629742529,7218.94043527791,7581.86079874769,"000",0,1,1,1
"16-Jan-12 05.36.10.000 AM",7301.70629742529,7218.94043527791,7581.86079874769,"000",0,1,1,1
"16-Jan-12 05.36.20.000 AM",7301.70629742529,7218.94043527791,7581.86079874769,"000",0,1,1,1
"16-Jan-12 05.36.30.000 AM",7301.70629742529,7218.94043527791,7581.86079874769,"000",0,1,1,1
"16-Jan-12 05.36.40.000 AM",7301.70629742529,7218.94043527791,7581.86079874769,"000",0,1,1,1
"16-Jan-12 05.36.50.000 AM",7301.70629742529,7218.94043527791,7581.86079874769,"000",0,1,1,1
"16-Jan-12 05.37.00.000 AM",7301.70629742529,7218.94043527791,7581.86079874769,"000",0,1,1,1
"16-Jan-12 05.37.10.000 AM",7301.70629742529,7218.94043527791,7581.86079874769,"000",0,1,1,1
"16-Jan-12 05.37.20.000 AM",7301.70629742529,7218.94043527791,7581.86079874769,"000",0,1,1,1
"16-Jan-12 05.37.30.000 AM",7301.70629742529,7218.94043527791,7581.86079874769,"000",0,1,1,1
"16-Jan-12 05.37.40.000 AM",7301.70629742529,7218.94043527791,7581.86079874769,"000",0,1,1,1
"16-Jan-12 05.37.50.000 AM",7301.70629742529,7218.94043527791,7581.86079874769,"000",0,1,1,1
"16-Jan-12 05.38.00.000 AM",7301.70629742529,7218.94043527791,7581.86079874769,"000",0,1,1,1
"16-Jan-12 05.38.10.000 AM",7301.70629742529,7218.94043527791,7581.86079874769,"000",0,1,1,1
"16-Jan-12 05.38.20.000 AM",7301.70629742529,7218.94043527791,7581.86079874769,"000",0,1,1,1
"16-Jan-12 05.38.30.000 AM",7301.70629742529,7218.94043527791,7581.86079874769,"000",0,1,1,1
"16-Jan-12 05.38.40.000 AM",7301.70629742529,7218.94043527791,7581.86079874769,"000",0,1,1,1
"16-Jan-12 05.38.50.000 AM",7301.70629742529,7218.94043527791,7581.86079874769,"000",0,1,1,1
"16-Jan-12 05.39.00.000 AM",7301.70629742529,7218.94043527791,7581.86079874769,"000",0,1,1,1
"16-Jan-12 05.39.10.000 AM",7301.70629742529,7218.94043527791,7581.86079874769,"000",0,1,1,1
"16-Jan-12 05.39.20.000 AM",7301.70629742529,7218.94043527791,7581.86079874769,"000",0,1,1,1
"16-Jan-12 05.39.30.000 AM",7301.70629742529,7218.94043527791,7581.86079874769,"000",0,1,1,1
"16-Jan-12 05.39.40.000 AM",7301.70629742529,7218.94043527791,7581.86079874769,"000",0,1,1,1
"16-Jan-12 05.39.50.000 AM",7301.70629742529,7218.94043527791,7581.86079874769,"000",0,1,1,1
"16-Jan-12 05.40.00.000 AM",7302.17905159944,7219.35319162322,7581.89669776771,"000",0,1,1,1
"16-Jan-12 05.40.10.000 AM",7302.17905159944,7219.35319162322,7581.89669776771,"000",0,1,1,1
"16-Jan-12 05.40.20.000 AM",7302.17905159944,7219.35319162322,7581.89669776771,"000",0,1,1,1
"16-Jan-12 05.40.30.000 AM",7302.17905159944,7219.35319162322,7581.89669776771,"000",0,1,1,1
"16-Jan-12 05.40.40.000 AM",7302.17905159944,7219.35319162322,7581.89669776771,"000",0,1,1,1
"16-Jan-12 05.40.50.000 AM",7302.17905159944,7219.35319162322,7581.89669776771,"000",0,1,1,1
"16-Jan-12 05.41.00.000 AM",7302.17905159944,7219.35319162322,7581.89669776771,"000",0,1,1,1
"16-Jan-12 05.41.10.000 AM",7302.17905159944,7219.35319162322,7581.89669776771,"000",0,1,1,1
"16-Jan-12 05.41.20.000 AM",7302.17905159944,7219.35319162322,7581.89669776771,"000",0,1,1,1
"16-Jan-12 05.41.30.000 AM",7302.17905159944,7219.35319162322,7581.89669776771,"000",0,1,1,1
"16-Jan-12 05.41.40.000 AM",7302.17905159944,7219.35319162322,7581.89669776771,"000",0,1,1,1
"16-Jan-12 05.41.50.000 AM",7302.17905159944,7219.35319162322,7581.89669776771,"000",0,1,1,1
"16-Jan-12 05.42.00.000 AM",7302.17905159944,7219.35319162322,7581.89669776771,"000",0,1,1,1
"16-Jan-12 05.42.10.000 AM",7302.17905159944,7219.35319162322,7581.89669776771,"000",0,1,1,1
"16-Jan-12 05.42.20.000 AM",7302.17905159944,7219.35319162322,7581.89669776771,"000",0,1,1,1
"16-Jan-12 05.42.30.000 AM",7302.17905159944,7219.35319162322,7581.89669776771,"000",0,1,1,1
"16-Jan-12 05.42.40.000 AM",7302.17905159944,7219.35319162322,7581.89669776771,"000",0,1,1,1
"16-Jan-12 05.42.50.000 AM",7302.17905159944,7219.35319162322,7581.89669776771,"000",0,1,1,1
"16-Jan-12 05.43.00.000 AM",7302.17905159944,7219.35319162322,7581.89669776771,"000",0,1,1,1
"16-Jan-12 05.43.10.000 AM",7302.17905159944,7219.35319162322,7581.89669776771,"000",0,1,1,1
